Facebook Ireland Limited,Invoice Report
Business Name,ReadyPlanet BM1,Report Start Date,31 Jan 2021
Business ID,_10152359449443603_,Report End Date,05 Feb 2021
Taxed Amount in period,฿0.00
Total Invoiced Amount in period,"฿11,844,645.82"
Total Due Amount in period,"฿11,844,645.82"


Vendor,Invoice Number,Transaction Type,Advertiser,Billing Period,Payment Terms,Invoice Net Amount,Invoice Tax Amount,Invoice Total Amount,Liable Party,Currency,Issue Date,Due Date,Payment Status,Amount Due,Customer PO Number,Ad Account Id,Ad Account Name,Campaign Id,Campaign Name,Campaign Objective,Campaign Clicks,Campaign Impressions,Campaign Labels,Campaign Amount,Campaign Tax Amount,Campaign Total Amount,Campaign Creator,Campaign Last Modified By
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843878395370160_,,,,1493,,฿176.29,฿0.00,฿176.29,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366161910160_,,,,2924,,฿518.89,฿0.00,฿518.89,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844755727490160_,,,,8583,,"฿1,169.86",฿0.00,"฿1,169.86",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843359355560160_,,,,6247,,"฿1,797.63",฿0.00,"฿1,797.63",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843371091000160_,,,,4066,,฿818.57,฿0.00,฿818.57,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23846364329850160_,,,,2238,,฿235.56,฿0.00,฿235.56,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364273010160_,,,,3782,,฿568.62,฿0.00,฿568.62,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759015180160_,,,,14242,,"฿1,558.79",฿0.00,"฿1,558.79",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844541403180160_,,,,4191,,฿892.64,฿0.00,฿892.64,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960383500160_,,,,64278,,"฿6,343.54",฿0.00,"฿6,343.54",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844535259910160_,,,,3734,,฿817.44,฿0.00,฿817.44,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844244982340160_,,,,18262,,"฿2,303.10",฿0.00,"฿2,303.10",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843811580980160_,,,,8653,,฿825.47,฿0.00,฿825.47,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759083920160_,,,,13231,,"฿1,531.50",฿0.00,"฿1,531.50",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843458019960160_,,,,19135,,฿174.24,฿0.00,฿174.24,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366216650160_,,,,5800,,"฿1,044.22",฿0.00,"฿1,044.22",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843368073690160_,,,,5337,,฿808.01,฿0.00,฿808.01,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844066997200160_,,,,1143,,฿188.90,฿0.00,฿188.90,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844198350810160_,,,,9575,,"฿1,867.77",฿0.00,"฿1,867.77",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364500050160_,,,,494,,฿111.54,฿0.00,฿111.54,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844122672280160_,,,,7681,,฿993.35,฿0.00,฿993.35,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844756181930160_,,,,5038,,฿844.50,฿0.00,฿844.50,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843368061820160_,,,,14086,,"฿1,768.80",฿0.00,"฿1,768.80",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844122679740160_,,,,5751,,฿905.94,฿0.00,฿905.94,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844131783940160_,,,,523,,฿80.41,฿0.00,฿80.41,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960088270160_,,,,92001,,"฿7,582.05",฿0.00,"฿7,582.05",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843359292850160_,,,,8571,,"฿1,316.71",฿0.00,"฿1,316.71",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844755804670160_,,,,7123,,"฿1,075.46",฿0.00,"฿1,075.46",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844123146980160_,,,,1189,,฿155.47,฿0.00,฿155.47,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843347918790160_,,,,84402,,฿771.61,฿0.00,฿771.61,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844244971260160_,,,,14748,,"฿2,629.28",฿0.00,"฿2,629.28",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759020000160_,,,,10788,,"฿1,745.70",฿0.00,"฿1,745.70",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23845583573960160_,,,,33704,,฿270.12,฿0.00,฿270.12,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843368066760160_,,,,10366,,"฿1,781.34",฿0.00,"฿1,781.34",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844541303950160_,,,,3315,,฿847.94,฿0.00,฿847.94,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843715815150160_,,,,3573,,฿568.98,฿0.00,฿568.98,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843426376870160_,,,,1255,,฿347.39,฿0.00,฿347.39,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843624109500160_,,,,6643,,"฿1,112.88",฿0.00,"฿1,112.88",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759147830160_,,,,2605,,฿726.78,฿0.00,฿726.78,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759315840160_,,,,5236,,฿565.37,฿0.00,฿565.37,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366796620160_,,,,71944,,฿739.30,฿0.00,฿739.30,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23846516677590160_,,,,86392,,฿790.86,฿0.00,฿790.86,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960249010160_,,,,90113,,"฿7,473.32",฿0.00,"฿7,473.32",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843581135630160_,,,,51043,,฿474.30,฿0.00,฿474.30,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759077600160_,,,,9111,,"฿1,571.95",฿0.00,"฿1,571.95",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843798923650160_,,,,2717,,฿170.06,฿0.00,฿170.06,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844122947230160_,,,,9172,,฿83.33,฿0.00,฿83.33,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364730420160_,,,,142,,฿28.08,฿0.00,฿28.08,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759011540160_,,,,3253,,฿508.17,฿0.00,฿508.17,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844122913840160_,,,,18,,฿9.93,฿0.00,฿9.93,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844245115850160_,,,,380,,฿79.67,฿0.00,฿79.67,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366158940160_,,,,3114,,฿828.51,฿0.00,฿828.51,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844037098520160_,,,,57394,,฿534.20,฿0.00,฿534.20,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843762505940160_,,,,7995,,"฿1,065.33",฿0.00,"฿1,065.33",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23845277814280160_,,,,29425,,฿274.95,฿0.00,฿274.95,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844251450820160_,,,,37093,,฿372.74,฿0.00,฿372.74,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960139070160_,,,,85166,,"฿6,221.00",฿0.00,"฿6,221.00",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843812083350160_,,,,5145,,฿418.85,฿0.00,฿418.85,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844122958750160_,,,,19647,,฿173.21,฿0.00,฿173.21,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960397410160_,,,,108088,,"฿10,240.47",฿0.00,"฿10,240.47",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366782130160_,,,,40894,,฿358.66,฿0.00,฿358.66,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844123081770160_,,,,767,,฿151.49,฿0.00,฿151.49,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843366235260160_,,,,341,,฿83.67,฿0.00,฿83.67,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843364291820160_,,,,11651,,"฿1,627.82",฿0.00,"฿1,627.82",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844123123240160_,,,,379,,฿87.02,฿0.00,฿87.02,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759429520160_,,,,4387,,฿613.67,฿0.00,฿613.67,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844541397920160_,,,,2991,,฿743.37,฿0.00,฿743.37,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844229383880160_,,,,39372,,฿374.45,฿0.00,฿374.45,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844756160690160_,,,,8727,,"฿1,139.90",฿0.00,"฿1,139.90",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759239870160_,,,,3939,,฿788.14,฿0.00,฿788.14,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844960354710160_,,,,62631,,"฿6,207.72",฿0.00,"฿6,207.72",,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844123003910160_,,,,1436,,฿140.56,฿0.00,฿140.56,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844541258180160_,,,,3302,,฿750.87,฿0.00,฿750.87,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23844755892220160_,,,,4380,,฿850.38,฿0.00,฿850.38,,
Facebook Ireland Limited,226874237,Invoice,"ReadyPlanet Co., Ltd",2021-01-01,Net 30,"฿4,087,345.01",฿0.00,"฿4,087,345.01","ReadyPlanet Co., Ltd",THB,02 Feb 2021,04 Mar 2021,Unpaid,"฿4,087,345.01",,_2297120167041781_,,_23843759492270160_,,,,4851,,฿656.27,฿0.00,฿656.27,,
